chrom	start	end	mean_value
chr18	7500000	9500000	40.5
chr18	37500000	39500000	40.5
chr18	51500000	53500000	40.5
chr18	72000000	74000000	40.5
chr19	8000000	10000000	40.5
chr21	33500000	35500000	40.5
chr21	45000000	46709983	40.5
chr22	38000000	40000000	40.5
chrX	143500000	145500000	40.5
chr1	1500000	3500000	40.25
chr1	32000000	34000000	40.25
chr1	54500000	56500000	40.25
chr1	68500000	70500000	40.25
chr1	110000000	112000000	40.25
chr1	168500000	170500000	40.25
chr1	194500000	196500000	40.25
chr1	246000000	248000000	40.25
chr2	0	2000000	40.25
chr2	26000000	28000000	40.25
chr2	33500000	35500000	40.25
chr2	86000000	88000000	40.25
chr2	151000000	153000000	40.25
chr2	178000000	180000000	40.25
chr2	213000000	215000000	40.25
chr2	216000000	218000000	40.25
chr3	66500000	68500000	40.25
chr3	111500000	113500000	40.25
chr3	117000000	119000000	40.25
chr3	167500000	169500000	40.25
chr3	173000000	175000000	40.25
chr3	187500000	189500000	40.25
chr3	190000000	192000000	40.25
chr4	21000000	23000000	40.25
chr4	67000000	69000000	40.25
chr4	145500000	147500000	40.25
chr4	156500000	158500000	40.25
chr5	9500000	11500000	40.25
chr5	13500000	15500000	40.25
chr5	37500000	39500000	40.25
chr5	76000000	78000000	40.25
chr5	79500000	81500000	40.25
chr5	121000000	123000000	40.25
chr5	121500000	123500000	40.25
chr5	123500000	125500000	40.25
chr5	128000000	130000000	40.25
chr5	144000000	146000000	40.25
chr6	40500000	42500000	40.25
chr6	102000000	104000000	40.25
chr6	139500000	141500000	40.25
chr6	148500000	150500000	40.25
chr6	149000000	151000000	40.25
chr6	154500000	156500000	40.25
chr7	18000000	20000000	40.25
chr7	42000000	44000000	40.25
chr7	138500000	140500000	40.25
chr7	143000000	145000000	40.25
chr7	151000000	153000000	40.25
chr8	24000000	26000000	40.25
chr8	40500000	42500000	40.25
chr8	68000000	70000000	40.25
chr8	132000000	134000000	40.25
chr9	10500000	12500000	40.25
chr9	31000000	33000000	40.25
chr9	68000000	70000000	40.25
chr9	71000000	73000000	40.25
chr9	73000000	75000000	40.25
chr9	97000000	99000000	40.25
chr10	1500000	3500000	40.25
chr10	10000000	12000000	40.25
chr10	45000000	47000000	40.25
chr10	77500000	79500000	40.25
chr10	85500000	87500000	40.25
chr10	112000000	114000000	40.25
chr10	119000000	121000000	40.25
chr10	125000000	127000000	40.25
chr11	0	2000000	40.25
chr11	6000000	8000000	40.25
chr11	18500000	20500000	40.25
chr11	36000000	38000000	40.25
chr11	48500000	50500000	40.25
chr11	79500000	81500000	40.25
chr11	80000000	82000000	40.25
chr11	80500000	82500000	40.25
chr11	106000000	108000000	40.25
chr11	106500000	108500000	40.25
chr11	114500000	116500000	40.25
chr11	115500000	117500000	40.25
chr12	20000000	22000000	40.25
chr12	24000000	26000000	40.25
chr12	63500000	65500000	40.25
chr12	80000000	82000000	40.25
chr13	37000000	39000000	40.25
chr13	86000000	88000000	40.25
chr13	87500000	89500000	40.25
chr14	44500000	46500000	40.25
chr14	48500000	50500000	40.25
chr14	91500000	93500000	40.25
chr15	57000000	59000000	40.25
chr16	57000000	59000000	40.25
chr17	71500000	73500000	40.25
chr19	27000000	29000000	40.25
chr20	13000000	15000000	40.25
chr20	14000000	16000000	40.25
chr20	19000000	21000000	40.25
chr20	20000000	22000000	40.25
chr20	46000000	48000000	40.25
chr21	30500000	32500000	40.25
chr21	43500000	45500000	40.25
chr22	25500000	27500000	40.25
chr22	37000000	39000000	40.25
chrX	14000000	16000000	40.25
chrX	73000000	75000000	40.25
chrX	90500000	92500000	40.25
chrX	125500000	127500000	40.25
chrX	138000000	140000000	40.25
chrX	139000000	141000000	40.25
chrX	140500000	142500000	40.25
chr1	12500000	14500000	40
chr1	37500000	39500000	40
chr1	60500000	62500000	40
chr1	65000000	67000000	40
chr1	84000000	86000000	40
chr1	91500000	93500000	40
chr1	110500000	112500000	40
chr1	114500000	116500000	40
chr1	197500000	199500000	40
chr1	210000000	212000000	40
chr1	228000000	230000000	40
chr2	61500000	63500000	40
chr2	66500000	68500000	40
chr2	78000000	80000000	40
chr2	84000000	86000000	40
chr2	107500000	109500000	40
chr2	115000000	117000000	40
chr2	145500000	147500000	40
chr2	175000000	177000000	40
chr2	211500000	213500000	40
chr2	220000000	222000000	40
chr2	225500000	227500000	40
chr2	231500000	233500000	40
chr2	232500000	234500000	40
chr3	7500000	9500000	40
chr3	58000000	60000000	40
chr3	79000000	81000000	40
chr3	93500000	95500000	40
chr3	130000000	132000000	40
chr3	184500000	186500000	40
chr3	192500000	194500000	40
chr3	194500000	196500000	40
chr3	196000000	198000000	40
chr4	8000000	10000000	40
chr4	54000000	56000000	40
chr4	100000000	102000000	40
chr4	116500000	118500000	40
chr4	117000000	119000000	40
chr4	147500000	149500000	40
chr4	152500000	154500000	40
chr4	154000000	156000000	40
chr4	154500000	156500000	40
chr4	162500000	164500000	40
chr5	15000000	17000000	40
chr5	23500000	25500000	40
chr5	38000000	40000000	40
chr5	50000000	52000000	40
chr5	62000000	64000000	40
chr5	133000000	135000000	40
chr5	156000000	158000000	40
chr5	158500000	160500000	40
chr5	174500000	176500000	40
chr6	22000000	24000000	40
chr6	48500000	50500000	40
chr6	52500000	54500000	40
chr6	63000000	65000000	40
chr6	67000000	69000000	40
chr6	108000000	110000000	40
chr6	133000000	135000000	40
chr7	27000000	29000000	40
chr7	40500000	42500000	40
chr7	99500000	101500000	40
chr7	104500000	106500000	40
chr7	147000000	149000000	40
chr8	16500000	18500000	40
chr8	28500000	30500000	40
chr8	31000000	33000000	40
chr8	115000000	117000000	40
chr8	120000000	122000000	40
chr8	136500000	138500000	40
chr8	140500000	142500000	40
chr9	1000000	3000000	40
chr9	18500000	20500000	40
chr9	19500000	21500000	40
chr9	28500000	30500000	40
chr9	36500000	38500000	40
chr9	81000000	83000000	40
chr10	2000000	4000000	40
chr10	16500000	18500000	40
chr10	50000000	52000000	40
chr10	61500000	63500000	40
chr10	84000000	86000000	40
chr10	85000000	87000000	40
chr10	109000000	111000000	40
chr10	113000000	115000000	40
chr10	122500000	124500000	40
chr10	131000000	133000000	40
chr11	21500000	23500000	40
chr11	30500000	32500000	40
chr11	94000000	96000000	40
chr11	103500000	105500000	40
chr11	107000000	109000000	40
chr11	116000000	118000000	40
chr12	6500000	8500000	40
chr12	88000000	90000000	40
chr13	33500000	35500000	40
chr13	61000000	63000000	40
chr13	82500000	84500000	40
chr14	27500000	29500000	40
chr14	31500000	33500000	40
chr14	51500000	53500000	40
chr14	54500000	56500000	40
chr14	77000000	79000000	40
chr16	13000000	15000000	40
chr16	57500000	59500000	40
chr16	74000000	76000000	40
chr16	74500000	76500000	40
chr16	79500000	81500000	40
chr17	7500000	9500000	40
chr17	8000000	10000000	40
chr17	53500000	55500000	40
chr18	34500000	36500000	40
chr18	44000000	46000000	40
chr18	77000000	79000000	40
chr19	9000000	11000000	40
chr19	39500000	41500000	40
chr19	42000000	44000000	40
chr19	48500000	50500000	40
chr20	12500000	14500000	40
chr20	28500000	30500000	40
chr20	38000000	40000000	40
chr20	47500000	49500000	40
chr20	49500000	51500000	40
chr21	20500000	22500000	40
chr21	26000000	28000000	40
chr21	35000000	37000000	40
chr22	38500000	40500000	40
chrX	68000000	70000000	40
chrX	116000000	118000000	40
chr1	15000000	17000000	39.75
chr1	39000000	41000000	39.75
chr1	42500000	44500000	39.75
chr1	55500000	57500000	39.75
chr1	61500000	63500000	39.75
chr1	67500000	69500000	39.75
chr1	87000000	89000000	39.75
chr1	101000000	103000000	39.75
chr1	123000000	125000000	39.75
chr1	152500000	154500000	39.75
chr1	158000000	160000000	39.75
chr1	166500000	168500000	39.75
chr1	184500000	186500000	39.75
chr1	210500000	212500000	39.75
chr1	212000000	214000000	39.75
chr1	217500000	219500000	39.75
chr1	228500000	230500000	39.75
chr1	231500000	233500000	39.75
chr2	25500000	27500000	39.75
chr2	33000000	35000000	39.75
chr2	44500000	46500000	39.75
chr2	66000000	68000000	39.75
chr2	77500000	79500000	39.75
chr2	114500000	116500000	39.75
chr2	151500000	153500000	39.75
chr2	207500000	209500000	39.75
chr2	212500000	214500000	39.75
chr2	213500000	215500000	39.75
chr2	216500000	218500000	39.75
chr3	38500000	40500000	39.75
chr3	86500000	88500000	39.75
chr3	104500000	106500000	39.75
chr3	154000000	156000000	39.75
chr3	168500000	170500000	39.75
chr3	178500000	180500000	39.75
chr4	93000000	95000000	39.75
chr4	93500000	95500000	39.75
chr4	104000000	106000000	39.75
chr4	137000000	139000000	39.75
chr5	14000000	16000000	39.75
chr5	71000000	73000000	39.75
chr5	108500000	110500000	39.75
chr5	118500000	120500000	39.75
chr5	152000000	154000000	39.75
chr6	75000000	77000000	39.75
chr6	105000000	107000000	39.75
chr6	127500000	129500000	39.75
chr6	140000000	142000000	39.75
chr6	147000000	149000000	39.75
chr7	17500000	19500000	39.75
chr7	20000000	22000000	39.75
chr7	30000000	32000000	39.75
chr7	36500000	38500000	39.75
chr7	67000000	69000000	39.75
chr7	77500000	79500000	39.75
chr7	83500000	85500000	39.75
chr7	115000000	117000000	39.75
chr7	133000000	135000000	39.75
chr8	14500000	16500000	39.75
chr8	38500000	40500000	39.75
chr8	59000000	61000000	39.75
chr8	64000000	66000000	39.75
chr8	93000000	95000000	39.75
chr8	97000000	99000000	39.75
chr8	126000000	128000000	39.75
chr9	31500000	33500000	39.75
chr9	37500000	39500000	39.75
chr9	77500000	79500000	39.75
chr9	114500000	116500000	39.75
chr9	116500000	118500000	39.75
chr9	118000000	120000000	39.75
chr10	7000000	9000000	39.75
chr10	68500000	70500000	39.75
chr10	77000000	79000000	39.75
chr10	87500000	89500000	39.75
chr10	109500000	111500000	39.75
chr10	112500000	114500000	39.75
chr11	2500000	4500000	39.75
chr11	81000000	83000000	39.75
chr11	94500000	96500000	39.75
chr11	98500000	100500000	39.75
chr11	114000000	116000000	39.75
chr12	12500000	14500000	39.75
chr12	71500000	73500000	39.75
chr12	74000000	76000000	39.75
chr12	81500000	83500000	39.75
chr14	18500000	20500000	39.75
chr14	42500000	44500000	39.75
chr14	50500000	52500000	39.75
chr15	25500000	27500000	39.75
chr15	64500000	66500000	39.75
chr15	90000000	92000000	39.75
chr16	16000000	18000000	39.75
chr16	60500000	62500000	39.75
chr17	13500000	15500000	39.75
chr18	13000000	15000000	39.75
chr18	57500000	59500000	39.75
chr18	59500000	61500000	39.75
chr18	60000000	62000000	39.75
chr18	65000000	67000000	39.75
chr18	68500000	70500000	39.75
chr18	71500000	73500000	39.75
chr19	0	2000000	39.75
chr19	10500000	12500000	39.75
chr19	12000000	14000000	39.75
chr19	12500000	14500000	39.75
chr20	23500000	25500000	39.75
chr20	24000000	26000000	39.75
chr20	36500000	38500000	39.75
chr20	54500000	56500000	39.75
chr21	37500000	39500000	39.75
chrX	65500000	67500000	39.75
chrX	136500000	138500000	39.75
chr1	23500000	25500000	39.5
chr1	24000000	26000000	39.5
chr1	27000000	29000000	39.5
chr1	40500000	42500000	39.5
chr1	56000000	58000000	39.5
chr1	98000000	100000000	39.5
chr1	108500000	110500000	39.5
chr1	192500000	194500000	39.5
chr1	199000000	201000000	39.5
chr1	201000000	203000000	39.5
chr1	212500000	214500000	39.5
chr2	12000000	14000000	39.5
chr2	12500000	14500000	39.5
chr2	15000000	17000000	39.5
chr2	16000000	18000000	39.5
chr2	77000000	79000000	39.5
chr2	110500000	112500000	39.5
chr2	111000000	113000000	39.5
chr2	148000000	150000000	39.5
chr2	148500000	150500000	39.5
chr3	16000000	18000000	39.5
chr3	21500000	23500000	39.5
chr3	57500000	59500000	39.5
chr3	58500000	60500000	39.5
chr3	97500000	99500000	39.5
chr3	102500000	104500000	39.5
chr3	112500000	114500000	39.5
chr3	127000000	129000000	39.5
chr3	147000000	149000000	39.5
chr3	150000000	152000000	39.5
chr3	159000000	161000000	39.5
chr3	179000000	181000000	39.5
chr3	185000000	187000000	39.5
chr4	94000000	96000000	39.5
chr4	111500000	113500000	39.5
chr4	153000000	155000000	39.5
chr4	181000000	183000000	39.5
chr5	2500000	4500000	39.5
chr5	7500000	9500000	39.5
chr5	26500000	28500000	39.5
chr5	62500000	64500000	39.5
chr5	80000000	82000000	39.5
chr5	98500000	100500000	39.5
chr5	132500000	134500000	39.5
chr5	146000000	148000000	39.5
chr5	167000000	169000000	39.5
chr6	81000000	83000000	39.5
chr6	105500000	107500000	39.5
chr6	106500000	108500000	39.5
chr6	160000000	162000000	39.5
chr7	6000000	8000000	39.5
chr7	87000000	89000000	39.5
chr7	133500000	135500000	39.5
chr7	146500000	148500000	39.5
chr7	147500000	149500000	39.5
chr8	6000000	8000000	39.5
chr8	19000000	21000000	39.5
chr8	23500000	25500000	39.5
chr8	32000000	34000000	39.5
chr8	95000000	97000000	39.5
chr8	108500000	110500000	39.5
chr8	134000000	136000000	39.5
chr9	11000000	13000000	39.5
chr9	71500000	73500000	39.5
chr9	81500000	83500000	39.5
chr9	111500000	113500000	39.5
chr9	112000000	114000000	39.5
chr10	6500000	8500000	39.5
chr10	8500000	10500000	39.5
chr10	9500000	11500000	39.5
chr10	45500000	47500000	39.5
chr10	115500000	117500000	39.5
chr11	32500000	34500000	39.5
chr11	77500000	79500000	39.5
chr11	96500000	98500000	39.5
chr11	99000000	101000000	39.5
chr12	14500000	16500000	39.5
chr12	60000000	62000000	39.5
chr12	97000000	99000000	39.5
chr13	31000000	33000000	39.5
chr13	71500000	73500000	39.5
chr13	72000000	74000000	39.5
chr13	80000000	82000000	39.5
chr13	80500000	82500000	39.5
chr13	85500000	87500000	39.5
chr13	103000000	105000000	39.5
chr14	49500000	51500000	39.5
chr14	51000000	53000000	39.5
chr15	45000000	47000000	39.5
chr15	51000000	53000000	39.5
chr15	52500000	54500000	39.5
chr16	29000000	31000000	39.5
chr17	6000000	8000000	39.5
chr17	31000000	33000000	39.5
chr17	56500000	58500000	39.5
chr17	70000000	72000000	39.5
chr18	6500000	8500000	39.5
chr18	7000000	9000000	39.5
chr18	48500000	50500000	39.5
chr18	49500000	51500000	39.5
chr18	55500000	57500000	39.5
chr19	8500000	10500000	39.5
chr19	36000000	38000000	39.5
chr19	49000000	51000000	39.5
chr20	30000000	32000000	39.5
chr20	38500000	40500000	39.5
chr21	16000000	18000000	39.5
chr21	31500000	33500000	39.5
chr21	32000000	34000000	39.5
chr22	22500000	24500000	39.5
chrX	5000000	7000000	39.5
chrX	87000000	89000000	39.5
chrX	87500000	89500000	39.5
chr1	36000000	38000000	39.25
chr1	77500000	79500000	39.25
chr1	106000000	108000000	39.25
chr1	160500000	162500000	39.25
chr1	161000000	163000000	39.25
chr1	161500000	163500000	39.25
chr1	162500000	164500000	39.25
chr1	165500000	167500000	39.25
chr1	213000000	215000000	39.25
chr1	243000000	245000000	39.25
chr2	69500000	71500000	39.25
chr2	175500000	177500000	39.25
chr2	188500000	190500000	39.25
chr2	198000000	200000000	39.25
chr2	209500000	211500000	39.25
chr2	237000000	239000000	39.25
chr2	239500000	241500000	39.25
chr3	46500000	48500000	39.25
chr3	100000000	102000000	39.25
chr3	139500000	141500000	39.25
chr3	151500000	153500000	39.25
chr3	168000000	170000000	39.25
chr3	183500000	185500000	39.25
chr4	24500000	26500000	39.25
chr4	61500000	63500000	39.25
chr4	73500000	75500000	39.25
chr4	74500000	76500000	39.25
chr4	75500000	77500000	39.25
chr4	96500000	98500000	39.25
chr4	128500000	130500000	39.25
chr4	153500000	155500000	39.25
chr4	178000000	180000000	39.25
chr5	4500000	6500000	39.25
chr5	39500000	41500000	39.25
chr5	40000000	42000000	39.25
chr5	65000000	67000000	39.25
chr5	66000000	68000000	39.25
chr5	113000000	115000000	39.25
chr5	120500000	122500000	39.25
chr5	155500000	157500000	39.25
chr6	9000000	11000000	39.25
chr6	12500000	14500000	39.25
chr6	34500000	36500000	39.25
chr6	39500000	41500000	39.25
chr6	40000000	42000000	39.25
chr6	50500000	52500000	39.25
chr6	106000000	108000000	39.25
chr6	124000000	126000000	39.25
chr6	143000000	145000000	39.25
chr6	165000000	167000000	39.25
chr7	11000000	13000000	39.25
chr7	29500000	31500000	39.25
chr7	41000000	43000000	39.25
chr7	70500000	72500000	39.25
chr7	74500000	76500000	39.25
chr7	128000000	130000000	39.25
chr7	151500000	153500000	39.25
chr8	49500000	51500000	39.25
chr8	87500000	89500000	39.25
chr8	116500000	118500000	39.25
chr8	126500000	128500000	39.25
chr9	33500000	35500000	39.25
chr9	70500000	72500000	39.25
chr10	17000000	19000000	39.25
chr10	25000000	27000000	39.25
chr10	30000000	32000000	39.25
chr10	35500000	37500000	39.25
chr10	64000000	66000000	39.25
chr10	69000000	71000000	39.25
chr11	19000000	21000000	39.25
chr11	21000000	23000000	39.25
chr11	54000000	56000000	39.25
chr11	77000000	79000000	39.25
chr12	8000000	10000000	39.25
chr12	11000000	13000000	39.25
chr12	87000000	89000000	39.25
chr12	120500000	122500000	39.25
chr13	36500000	38500000	39.25
chr13	46500000	48500000	39.25
chr13	50000000	52000000	39.25
chr13	53000000	55000000	39.25
chr13	85000000	87000000	39.25
chr13	96000000	98000000	39.25
chr13	102500000	104500000	39.25
chr13	111000000	113000000	39.25
chr14	26500000	28500000	39.25
chr14	29000000	31000000	39.25
chr14	30500000	32500000	39.25
chr14	53000000	55000000	39.25
chr14	58000000	60000000	39.25
chr14	93500000	95500000	39.25
chr15	79000000	81000000	39.25
chr16	26500000	28500000	39.25
chr16	72500000	74500000	39.25
chr17	71000000	73000000	39.25
chr17	80500000	82500000	39.25
chr18	43000000	45000000	39.25
chr18	43500000	45500000	39.25
chr18	49000000	51000000	39.25
chr20	19500000	21500000	39.25
chr21	41500000	43500000	39.25
chrX	137000000	139000000	39.25
chr1	17000000	19000000	39
chr1	59500000	61500000	39
chr1	111000000	113000000	39
chr1	151000000	153000000	39
chr1	213500000	215500000	39
chr1	227500000	229500000	39
chr1	246500000	248500000	39
chr2	32000000	34000000	39
chr2	37000000	39000000	39
chr2	44000000	46000000	39
chr2	83000000	85000000	39
chr2	107000000	109000000	39
chr2	132000000	134000000	39
chr2	150500000	152500000	39
chr2	240000000	242000000	39
chr3	53000000	55000000	39
chr3	65000000	67000000	39
chr3	68500000	70500000	39
chr3	95000000	97000000	39
chr3	101000000	103000000	39
chr3	101500000	103500000	39
chr3	114000000	116000000	39
chr3	149500000	151500000	39
chr3	154500000	156500000	39
chr3	169000000	171000000	39
chr4	7500000	9500000	39
chr4	34500000	36500000	39
chr4	60500000	62500000	39
chr4	68000000	70000000	39
chr4	110000000	112000000	39
chr4	156000000	158000000	39
chr4	157000000	159000000	39
chr4	172000000	174000000	39
chr4	175500000	177500000	39
chr4	187500000	189500000	39
chr5	55000000	57000000	39
chr5	90500000	92500000	39
chr5	112000000	114000000	39
chr5	112500000	114500000	39
chr5	171000000	173000000	39
chr6	69000000	71000000	39
chr6	121500000	123500000	39
chr6	150500000	152500000	39
chr6	159000000	161000000	39
chr6	164500000	166500000	39
chr7	6500000	8500000	39
chr7	19500000	21500000	39
chr7	37000000	39000000	39
chr7	38500000	40500000	39
chr7	43000000	45000000	39
chr7	92000000	94000000	39
chr7	94000000	96000000	39
chr7	102500000	104500000	39
chr8	19500000	21500000	39
chr8	27000000	29000000	39
chr8	33500000	35500000	39
chr8	35000000	37000000	39
chr8	140000000	142000000	39
chr9	82500000	84500000	39
chr9	87500000	89500000	39
chr9	104000000	106000000	39
chr9	116000000	118000000	39
chr10	9000000	11000000	39
chr10	29000000	31000000	39
chr10	38000000	40000000	39
chr10	48000000	50000000	39
chr10	48500000	50500000	39
chr10	88000000	90000000	39
chr10	89500000	91500000	39
chr10	96500000	98500000	39
chr11	23500000	25500000	39
chr11	39500000	41500000	39
chr11	43500000	45500000	39
chr11	119500000	121500000	39
chr11	121500000	123500000	39
chr12	27500000	29500000	39
chr12	28000000	30000000	39
chr12	46500000	48500000	39
chr12	57500000	59500000	39
chr12	71000000	73000000	39
chr13	39500000	41500000	39
chr13	56000000	58000000	39
chr13	56500000	58500000	39
chr13	107500000	109500000	39
chr14	52000000	54000000	39
chr15	35000000	37000000	39
chr16	23000000	25000000	39
chr16	48500000	50500000	39
chr17	40000000	42000000	39
chr17	48500000	50500000	39
chr17	73000000	75000000	39
chr17	80000000	82000000	39
chr18	27000000	29000000	39
chr18	48000000	50000000	39
chr19	14500000	16500000	39
chr19	15000000	17000000	39
chr19	20000000	22000000	39
chr20	37000000	39000000	39
chr20	50500000	52500000	39
chr21	20000000	22000000	39
chr21	31000000	33000000	39
chr22	25000000	27000000	39
chrX	8500000	10500000	39
chrX	12000000	14000000	39
chrX	86500000	88500000	39
chrX	90000000	92000000	39
chrX	100000000	102000000	39
chrX	107000000	109000000	39
chr1	22000000	24000000	38.75
chr1	122500000	124500000	38.75
chr1	169500000	171500000	38.75
chr1	198000000	200000000	38.75
chr1	207500000	209500000	38.75
chr2	35000000	37000000	38.75
chr2	38000000	40000000	38.75
chr2	42500000	44500000	38.75
chr2	71000000	73000000	38.75
chr2	239000000	241000000	38.75
chr3	69500000	71500000	38.75
chr3	100500000	102500000	38.75
chr3	143000000	145000000	38.75
chr3	175500000	177500000	38.75
chr3	192000000	194000000	38.75
chr4	11500000	13500000	38.75
chr4	47000000	49000000	38.75
chr4	60000000	62000000	38.75
chr4	74000000	76000000	38.75
chr4	84000000	86000000	38.75
chr4	92500000	94500000	38.75
chr4	159000000	161000000	38.75
chr4	173000000	175000000	38.75
chr4	177000000	179000000	38.75
chr4	188000000	190000000	38.75
chr5	3000000	5000000	38.75
chr5	12000000	14000000	38.75
chr5	63500000	65500000	38.75
chr5	117000000	119000000	38.75
chr5	120000000	122000000	38.75
chr5	123000000	125000000	38.75
chr5	161500000	163500000	38.75
chr6	53500000	55500000	38.75
chr6	119500000	121500000	38.75
chr7	12500000	14500000	38.75
chr7	25500000	27500000	38.75
chr7	44500000	46500000	38.75
chr7	104000000	106000000	38.75
chr7	114500000	116500000	38.75
chr7	135000000	137000000	38.75
chr7	144000000	146000000	38.75
chr7	152000000	154000000	38.75
chr8	12000000	14000000	38.75
chr8	20500000	22500000	38.75
chr8	47500000	49500000	38.75
chr8	138000000	140000000	38.75
chr9	88000000	90000000	38.75
chr9	129000000	131000000	38.75
chr10	28500000	30500000	38.75
chr10	63000000	65000000	38.75
chr10	90000000	92000000	38.75
chr10	96000000	98000000	38.75
chr10	100000000	102000000	38.75
chr11	1500000	3500000	38.75
chr11	61000000	63000000	38.75
chr11	78000000	80000000	38.75
chr11	102000000	104000000	38.75
chr11	102500000	104500000	38.75
chr11	103000000	105000000	38.75
chr12	7000000	9000000	38.75
chr12	13500000	15500000	38.75
chr12	49500000	51500000	38.75
chr12	72500000	74500000	38.75
chr12	73000000	75000000	38.75
chr12	87500000	89500000	38.75
chr12	108000000	110000000	38.75
chr12	120000000	122000000	38.75
chr13	70500000	72500000	38.75
chr13	79000000	81000000	38.75
chr13	96500000	98500000	38.75
chr13	111500000	113500000	38.75
chr14	29500000	31500000	38.75
chr14	34500000	36500000	38.75
chr14	103500000	105500000	38.75
chr15	78000000	80000000	38.75
chr15	89500000	91500000	38.75
chr16	3500000	5500000	38.75
chr17	54000000	56000000	38.75
chr17	69500000	71500000	38.75
chr18	0	2000000	38.75
chr18	59000000	61000000	38.75
chr19	18000000	20000000	38.75
chr19	33500000	35500000	38.75
chr20	5000000	7000000	38.75
chr20	7500000	9500000	38.75
chr20	48000000	50000000	38.75
chrX	72000000	74000000	38.75
chrX	89500000	91500000	38.75
chrX	142000000	144000000	38.75
chr1	4500000	6500000	38.5
chr1	5500000	7500000	38.5
chr1	62000000	64000000	38.5
chr1	169000000	171000000	38.5
chr1	202500000	204500000	38.5
chr1	214000000	216000000	38.5
chr2	1000000	3000000	38.5
chr2	11500000	13500000	38.5
chr2	22000000	24000000	38.5
chr2	25000000	27000000	38.5
chr2	37500000	39500000	38.5
chr2	38500000	40500000	38.5
chr2	87000000	89000000	38.5
chr2	106500000	108500000	38.5
chr2	118000000	120000000	38.5
chr2	128500000	130500000	38.5
chr2	156000000	158000000	38.5
chr2	182000000	184000000	38.5
chr2	222500000	224500000	38.5
chr2	236000000	238000000	38.5
chr3	66000000	68000000	38.5
chr3	73000000	75000000	38.5
chr3	105000000	107000000	38.5
chr3	159500000	161500000	38.5
chr3	160500000	162500000	38.5
chr3	163000000	165000000	38.5
chr4	1500000	3500000	38.5
chr4	37500000	39500000	38.5
chr4	46500000	48500000	38.5
chr4	53000000	55000000	38.5
chr4	67500000	69500000	38.5
chr4	76500000	78500000	38.5
chr4	99500000	101500000	38.5
chr5	11500000	13500000	38.5
chr5	134000000	136000000	38.5
chr5	142500000	144500000	38.5
chr6	3000000	5000000	38.5
chr6	46500000	48500000	38.5
chr6	82000000	84000000	38.5
chr6	101000000	103000000	38.5
chr6	112000000	114000000	38.5
chr6	125500000	127500000	38.5
chr6	137500000	139500000	38.5
chr7	35500000	37500000	38.5
chr7	93500000	95500000	38.5
chr7	103000000	105000000	38.5
chr7	120000000	122000000	38.5
chr7	134000000	136000000	38.5
chr7	137000000	139000000	38.5
chr8	130500000	132500000	38.5
chr8	134500000	136500000	38.5
chr8	135500000	137500000	38.5
chr9	11500000	13500000	38.5
chr9	25000000	27000000	38.5
chr9	41500000	43500000	38.5
chr9	72000000	74000000	38.5
chr9	90000000	92000000	38.5
chr10	24500000	26500000	38.5
chr10	59000000	61000000	38.5
chr10	98500000	100500000	38.5
chr10	118000000	120000000	38.5
chr10	128000000	130000000	38.5
chr11	61500000	63500000	38.5
chr11	70000000	72000000	38.5
chr12	18000000	20000000	38.5
chr13	20000000	22000000	38.5
chr13	24500000	26500000	38.5
chr13	106000000	108000000	38.5
chr13	112000000	114000000	38.5
chr14	28500000	30500000	38.5
chr14	34000000	36000000	38.5
chr14	46500000	48500000	38.5
chr14	54000000	56000000	38.5
chr14	59000000	61000000	38.5
chr14	79000000	81000000	38.5
chr15	34500000	36500000	38.5
chr15	78500000	80500000	38.5
chr16	13500000	15500000	38.5
chr16	20000000	22000000	38.5
chr16	27500000	29500000	38.5
chr17	4500000	6500000	38.5
chr17	7000000	9000000	38.5
chr17	73500000	75500000	38.5
chr18	44500000	46500000	38.5
chr18	54000000	56000000	38.5
chr18	58500000	60500000	38.5
chr19	13500000	15500000	38.5
chr19	41500000	43500000	38.5
chr21	26500000	28500000	38.5
chr21	42000000	44000000	38.5
chr22	17500000	19500000	38.5
chr22	21500000	23500000	38.5
chr22	28000000	30000000	38.5
chr22	43500000	45500000	38.5
chrX	21500000	23500000	38.5
chrX	44000000	46000000	38.5
chrX	139500000	141500000	38.5
chr1	1000000	3000000	38.25
chr1	64500000	66500000	38.25
chr1	174500000	176500000	38.25
chr1	201500000	203500000	38.25
chr1	203500000	205500000	38.25
chr2	67500000	69500000	38.25
chr2	189000000	191000000	38.25
chr2	204500000	206500000	38.25
chr2	209000000	211000000	38.25
chr2	222000000	224000000	38.25
chr3	77500000	79500000	38.25
chr3	83000000	85000000	38.25
chr3	87500000	89500000	38.25
chr3	88000000	90000000	38.25
chr3	103000000	105000000	38.25
chr3	112000000	114000000	38.25
chr3	126000000	128000000	38.25
chr3	189000000	191000000	38.25
chr4	27500000	29500000	38.25
chr4	29500000	31500000	38.25
chr4	40000000	42000000	38.25
chr4	45000000	47000000	38.25
chr4	94500000	96500000	38.25
chr4	102500000	104500000	38.25
chr4	186500000	188500000	38.25
chr4	187000000	189000000	38.25
chr5	4000000	6000000	38.25
chr5	10500000	12500000	38.25
chr5	33500000	35500000	38.25
chr5	158000000	160000000	38.25
chr6	10500000	12500000	38.25
chr6	23000000	25000000	38.25
chr6	41000000	43000000	38.25
chr6	51000000	53000000	38.25
chr6	125000000	127000000	38.25
chr7	500000	2500000	38.25
